NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
1.30057E+11,7%,70%,47%,47331,21.42,16%
1.30057E+11,11%,42%,65%,43534,19.08,56%
1.3006E+11,14%,33%,58%,36708,21.98,30%
1.30063E+11,8%,51%,57%,37075,18.17,59%
1.30063E+11,9%,68%,35%,27238,19.32,54%
1.30063E+11,7%,62%,74%,47366,20.76,38%
1.30066E+11,9%,46%,47%,37308,18.20,100%
1.30069E+11,13%,38%,49%,40080,18.91,77%
1.30072E+11,5%,44%,57%,35970,19.66,46%
1.30078E+11,8%,71%,91%,74048,20.74,34%
1.30081E+11,5%,40%,59%,37292,18.42,59%
1.30084E+11,17%,48%,55%,42063,19.84,52%
1.30084E+11,13%,34%,67%,40962,18.54,48%
1.30084E+11,18%,21%,52%,25474,19.37,50%
1.30084E+11,9%,38%,75%,43429,19.27,54%
1.30084E+11,24%,31%,74%,33324,20.35,62%
1.30087E+11,18%,21%,52%,25474,19.74,44%
1.3009E+11,9%,55%,40%,45934,21.47,37%
1.30093E+11,10%,51%,55%,41522,22.67,46%
1.30093E+11,6%,55%,73%,52234,21.42,34%
1.30093E+11,6%,70%,72%,63986,21.40,24%
1.30099E+11,15%,43%,63%,44593,18.98,49%
1.30102E+11,11%,38%,8%,24727,16.39,78%
1.30102E+11,20%,50%,34%,30147,16.17,65%
1.30102E+11,12%,52%,31%,43333,18.22,57%
1.30102E+11,4%,41%,53%,26748,16.25,68%
1.30102E+11,9%,62%,51%,41975,18.69,48%
1.30102E+11,3%,88%,68%,68571,24.35,8%
1.30102E+11,19%,48%,26%,35536,15.29,82%
1.30102E+11,6%,81%,82%,55000,19.93,22%
1.30102E+11,10%,70%,65%,64188,18.52,41%
1.30105E+11,18%,44%,57%,36000,18.30,39%
1.30108E+11,12%,25%,67%,28977,17.98,66%
1.30111E+11,7%,79%,85%,85417,22.52,20%
1.30111E+11,18%,43%,65%,50000,23.11,32%
1.30111E+11,4%,65%,65%,57431,23.06,21%
1.30111E+11,5%,84%,85%,87297,22.74,17%
1.30111E+11,8%,78%,75%,85872,22.62,13%
1.30111E+11,10%,63%,75%,59083,21.96,19%
1.30114E+11,8%,51%,62%,43139,19.86,13%
1.30117E+11,7%,83%,56%,15747,20.49,71%
1.30117E+11,9%,63%,67%,27917,18.88,75%
1.30117E+11,24%,35%,16%,16211,18.91,57%
1.30123E+11,15%,58%,34%,30978,17.22,100%
1.30123E+11,8%,65%,80%,57882,17.00,100%
1.30123E+11,15%,40%,71%,35594,18.42,100%
1.30123E+11,7%,40%,26%,39153,17.66,100%
1.30123E+11,13%,45%,49%,42455,17.25,100%
1.30123E+11,10%,64%,55%,55619,17.64,100%
1.30123E+11,12%,63%,44%,55972,17.05,100%
1.30123E+11,11%,56%,29%,40686,16.88,100%
1.30123E+11,28%,45%,45%,25583,16.93,100%
1.30126E+11,10%,36%,57%,32625,16.88,55%
1.30129E+11,5%,93%,81%,104632,25.79,4%
1.30129E+11,17%,45%,60%,36049,16.98,76%
1.30129E+11,5%,82%,64%,64418,20.71,33%
1.30129E+11,12%,78%,51%,45969,23.69,38%
1.30129E+11,10%,83%,78%,72707,18.93,51%
1.30129E+11,14%,45%,58%,36157,20.01,54%
1.30129E+11,11%,74%,88%,66563,20.86,33%
1.30129E+11,11%,52%,44%,43619,17.59,68%
1.30129E+11,6%,71%,68%,74327,17.98,66%
1.30129E+11,8%,88%,90%,129653,24.28,10%
1.30129E+11,5%,87%,85%,99688,24.04,7%
1.30129E+11,5%,82%,85%,97188,22.62,7%
1.30129E+11,11%,73%,81%,79679,23.38,25%
1.30129E+11,7%,78%,72%,95625,21.67,26%
1.30129E+11,4%,81%,91%,103050,21.74,16%
1.30129E+11,4%,62%,72%,74417,21.91,17%
1.30135E+11,10%,51%,43%,33093,19.15,57%
1.30138E+11,14%,18%,72%,24009,18.81,57%
1.30141E+11,4%,71%,90%,69359,21.25,23%
1.30141E+11,4%,83%,84%,104522,22.57,7%
1.30141E+11,5%,54%,71%,49924,21.32,31%
1.30141E+11,5%,75%,80%,66721,22.96,17%
1.30141E+11,8%,61%,69%,49500,20.67,29%
1.30144E+11,13%,38%,63%,41232,20.25,46%
1.30147E+11,8%,45%,72%,40625,19.15,53%
1.3015E+11,7%,29%,16%,33656,21.28,39%
1.3015E+11,4%,61%,90%,76222,21.57,19%
1.3015E+11,9%,64%,84%,68929,21.67,29%
1.30153E+11,7%,46%,50%,43281,19.27,69%
1.30156E+11,18%,41%,51%,34523,18.22,98%
1.30159E+11,8%,39%,76%,42637,20.52,38%
1.30162E+11,14%,68%,71%,62104,19.54,62%
1.30162E+11,12%,29%,45%,22706,13.83,79%
1.30165E+11,14%,57%,67%,44596,20.89,30%
1.30168E+11,9%,85%,70%,53234,22.99,18%
1.30171E+11,14%,44%,17%,21833,18.27,87%
1.30174E+11,20%,61%,36%,39830,17.22,72%
1.30174E+11,24%,66%,57%,58614,16.25,70%
1.30174E+11,14%,68%,58%,46795,16.83,79%
1.30174E+11,8%,94%,100%,32356,19.84,51%
1.30174E+11,34%,53%,45%,40795,16.00,76%
1.30174E+11,10%,78%,88%,90017,18.52,60%
1.30174E+11,16%,65%,34%,50485,18.10,60%
1.30174E+11,23%,40%,38%,29579,16.29,80%
1.30174E+11,8%,92%,93%,119330,22.18,30%
1.30174E+11,13%,74%,62%,58935,24.16,33%
1.30174E+11,5%,45%,72%,43750,18.00,88%
1.30174E+11,15%,61%,47%,32564,15.73,83%
1.30174E+11,15%,51%,50%,42115,15.81,83%
1.30174E+11,11%,90%,95%,131250,22.47,36%
1.30174E+11,15%,81%,51%,76667,17.69,58%
1.30174E+11,20%,67%,62%,62869,16.22,66%
1.30174E+11,13%,58%,32%,47392,16.49,76%
1.30174E+11,19%,67%,33%,33701,16.73,74%
1.30174E+11,14%,58%,61%,41009,20.84,57%
1.30174E+11,12%,86%,49%,72895,24.55,23%
1.30174E+11,12%,81%,41%,47109,18.88,43%
1.30174E+11,14%,58%,61%,41009,13.51,60%
1.30177E+11,7%,47%,60%,41103,19.05,60%
1.3018E+11,7%,38%,50%,29164,17.52,99%
1.30183E+11,25%,53%,32%,25799,17.74,100%
1.30183E+11,37%,32%,7%,14032,16.68,100%
1.30183E+11,27%,55%,32%,22135,15.39,100%
1.30183E+11,12%,72%,64%,56042,18.86,100%
1.30186E+11,18%,56%,55%,41250,18.13,67%
1.30186E+11,10%,54%,38%,45229,20.59,51%
1.30186E+11,16%,50%,63%,52673,19.37,33%
1.30186E+11,9%,68%,84%,65423,19.35,36%
1.30186E+11,7%,62%,52%,61105,17.83,55%
1.30187E+11,10%,49%,39%,28490,19.00,71%
1.30189E+11,5%,34%,77%,32996,17.95,64%
1.30189E+11,7%,35%,60%,42500,19.30,44%
1.30192E+11,12%,57%,34%,35550,18.10,96%
1.30195E+11,7%,33%,53%,37222,18.74,91%
1.30198E+11,4%,47%,69%,60785,20.05,29%
1.30198E+11,12%,58%,82%,67619,20.76,20%
1.30201E+11,16%,24%,42%,26211,17.83,55%
1.30204E+11,11%,39%,55%,28026,17.81,59%
1.30204E+11,13%,47%,35%,29196,17.86,67%
1.30207E+11,10%,53%,64%,38864,18.08,99%
1.3021E+11,13%,42%,69%,34904,20.32,46%
1.30213E+11,8%,75%,75%,73929,23.72,11%
1.30213E+11,4%,90%,96%,153480,23.47,8%
1.30213E+11,9%,75%,80%,83969,21.13,27%
1.30213E+11,10%,81%,89%,69803,19.62,33%
1.30213E+11,10%,78%,71%,91875,22.11,9%
1.30219E+11,11%,45%,82%,62708,20.69,48%
1.30219E+11,15%,51%,68%,39803,20.32,39%
1.30219E+11,10%,53%,67%,51446,22.06,29%
1.30219E+11,12%,47%,78%,37946,21.91,53%
1.30222E+11,11%,63%,66%,60192,22.18,20%
1.30222E+11,10%,55%,63%,48401,21.67,27%
1.30222E+11,4%,86%,97%,111000,23.69,10%
1.30222E+11,8%,57%,93%,86484,22.45,11%
1.30222E+11,11%,89%,87%,115525,23.57,4%
1.30225E+11,9%,33%,72%,40389,20.35,45%
1.30228E+11,14%,79%,49%,45733,16.59,85%
1.30228E+11,8%,96%,97%,143611,22.25,35%
1.30228E+11,2%,87%,70%,94773,24.35,9%
1.30228E+11,4%,80%,53%,43986,20.96,38%
1.30228E+11,13%,83%,52%,70352,18.37,54%
1.30228E+11,15%,89%,95%,81651,23.74,22%
1.30228E+11,11%,64%,43%,58809,16.61,69%
1.30228E+11,12%,63%,50%,48447,18.30,77%
1.30228E+11,11%,85%,85%,98877,24.30,8%
1.30228E+11,9%,85%,74%,71218,23.03,30%
1.30228E+11,8%,85%,80%,92640,26.31,6%
1.30228E+11,9%,85%,82%,80602,24.47,9%
1.30228E+11,11%,77%,64%,63110,16.29,67%
1.30228E+11,6%,90%,83%,118392,24.45,6%
1.30228E+11,21%,59%,28%,49413,16.27,55%
1.30228E+11,6%,93%,93%,138822,23.89,7%
1.30231E+11,7%,60%,76%,44311,19.08,61%
1.30234E+11,8%,48%,70%,32334,20.23,54%
1.3024E+11,30%,34%,8%,18532,20.93,36%
1.3024E+11,11%,43%,14%,25510,19.52,54%
1.30243E+11,7%,30%,65%,39263,19.44,58%
1.30243E+11,11%,56%,77%,50699,19.27,44%
1.30246E+11,15%,38%,36%,33783,17.69,86%
1.30249E+11,9%,26%,44%,25632,16.86,99%
1.30252E+11,30%,24%,25%,21647,17.30,69%
1.30252E+11,12%,76%,69%,56927,19.98,48%
1.30255E+11,10%,76%,74%,71696,21.94,33%
1.30255E+11,6%,81%,83%,101031,22.67,33%
1.30255E+11,9%,74%,69%,81806,22.11,45%
1.30255E+11,11%,78%,77%,69819,24.06,10%
1.30255E+11,8%,71%,73%,87130,21.28,35%
1.30255E+11,15%,47%,51%,36429,19.93,65%
1.30255E+11,1%,83%,85%,95329,21.08,57%
1.30255E+11,12%,75%,81%,57750,18.91,52%
1.30255E+11,13%,49%,69%,43586,18.35,71%
1.30255E+11,11%,83%,87%,104077,22.84,23%
1.30255E+11,8%,66%,65%,42961,19.22,54%
1.30255E+11,11%,51%,68%,40432,17.98,78%
1.30255E+11,13%,76%,85%,60291,21.15,30%
1.30255E+11,3%,82%,74%,103858,22.50,25%
1.30255E+11,9%,70%,82%,82269,22.81,18%
1.30255E+11,12%,60%,48%,51077,27.50,25%
1.30255E+11,5%,69%,71%,73273,20.81,29%
1.30255E+11,8%,72%,79%,70086,21.69,28%
1.30255E+11,8%,52%,60%,61456,20.96,33%
1.30255E+11,11%,63%,78%,78106,14.90,13%
1.30258E+11,6%,52%,85%,46611,20.01,44%
1.30261E+11,12%,67%,86%,73925,22.37,23%
1.30261E+11,5%,50%,67%,37180,18.74,63%
1.30261E+11,7%,52%,64%,58491,18.91,59%
1.30261E+11,5%,64%,84%,62625,18.83,54%
1.30261E+11,9%,71%,61%,52093,20.57,47%
1.30261E+11,9%,59%,82%,75345,20.59,25%
1.30261E+11,10%,33%,75%,37202,17.78,63%
1.30264E+11,21%,27%,46%,22647,15.17,54%
1.30267E+11,12%,50%,54%,44851,19.86,44%
1.3027E+11,4%,65%,72%,65058,20.62,24%
1.30273E+11,11%,41%,62%,36235,18.86,46%
1.30279E+11,15%,35%,55%,36994,18.98,47%
1.30282E+11,15%,53%,50%,50802,18.22,53%
1.30282E+11,10%,70%,63%,62472,17.76,66%
1.30282E+11,13%,78%,71%,86196,20.74,44%
1.30282E+11,9%,61%,64%,57765,22.45,21%
1.30282E+11,10%,65%,66%,57419,18.81,43%
1.30282E+11,6%,64%,74%,73644,19.15,36%
1.30282E+11,7%,71%,77%,76978,20.79,21%
1.30282E+11,11%,64%,85%,77545,20.15,33%
1.30282E+11,15%,47%,66%,64447,19.81,34%
1.30288E+11,5%,63%,64%,43945,21.23,42%
1.30288E+11,18%,38%,31%,22575,19.93,53%
1.30288E+11,22%,62%,57%,42969,20.25,53%
1.30288E+11,4%,77%,79%,78335,21.45,21%
1.30288E+11,5%,72%,73%,85456,21.59,18%
1.30291E+11,13%,45%,57%,33162,20.59,53%
1.30294E+11,6%,62%,73%,60158,20.84,31%
1.30294E+11,7%,40%,52%,40081,19.81,56%
1.30297E+11,9%,43%,76%,40703,19.91,57%
1.303E+11,11%,37%,57%,35559,19.42,54%
1.30303E+11,6%,62%,73%,60158,22.59,20%
1.30306E+11,23%,33%,45%,24832,18.59,72%
1.30309E+11,12%,39%,24%,29127,18.03,99%
1.30312E+11,8%,37%,61%,35518,17.91,50%
1.30315E+11,5%,64%,68%,59427,19.54,35%
1.30321E+11,17%,46%,55%,32386,18.37,55%
1.30324E+11,15%,54%,49%,37704,17.81,67%
1.30327E+11,8%,50%,79%,61304,20.23,30%
1.3033E+11,13%,68%,62%,42828,18.81,52%
1.3033E+11,10%,59%,58%,50551,19.54,43%
1.30333E+11,16%,43%,46%,33846,18.98,45%
1.30336E+11,16%,44%,50%,47357,18.32,59%
1.30339E+11,14%,66%,16%,19227,20.30,35%
1.30342E+11,14%,57%,67%,44596,21.98,40%
1.30345E+11,21%,36%,62%,27143,15.73,66%
1.30348E+11,9%,41%,65%,47240,19.18,48%
1.30351E+11,12%,78%,67%,64247,21.25,52%
1.30354E+11,19%,35%,43%,31500,18.37,58%
1.30357E+11,15%,41%,49%,29681,18.69,56%
1.3036E+11,12%,40%,51%,41419,17.66,61%
1.30363E+11,16%,32%,37%,32943,18.37,63%
1.30363E+11,21%,33%,77%,35225,16.25,67%
1.30366E+11,13%,45%,30%,27552,17.69,89%
1.30369E+11,15%,30%,46%,35917,18.79,98%
1.30369E+11,16%,37%,67%,31250,19.00,98%
1.30372E+11,23%,34%,38%,29973,19.66,45%
1.30375E+11,7%,36%,58%,31838,19.13,54%
1.30378E+11,9%,57%,67%,47172,20.10,39%
1.30384E+11,10%,41%,57%,30833,18.03,62%
1.30384E+11,13%,28%,64%,33679,17.25,99%
1.30384E+11,13%,28%,64%,33679,18.52,55%
1.30387E+11,11%,83%,63%,66764,18.54,40%
1.30387E+11,2%,87%,87%,85000,18.37,53%
1.30387E+11,13%,85%,46%,50856,24.96,14%
1.30387E+11,21%,46%,34%,32604,17.64,100%
1.30387E+11,7%,50%,31%,40226,17.27,98%
1.30387E+11,20%,56%,9%,32983,17.10,100%
1.30387E+11,16%,37%,15%,23125,16.64,96%
1.30387E+11,7%,80%,69%,69263,20.03,25%
1.30387E+11,22%,46%,18%,21569,18.52,68%
1.30393E+11,7%,60%,48%,46465,20.23,37%
1.30393E+11,17%,52%,58%,39219,18.30,63%
1.30393E+11,15%,49%,66%,45128,18.15,50%
1.30396E+11,5%,73%,85%,80135,23.28,17%
1.30396E+11,5%,80%,87%,84330,22.57,18%
1.30399E+11,3%,43%,52%,44271,19.62,48%
1.30402E+11,7%,48%,50%,51484,18.86,42%
1.30402E+11,9%,51%,75%,62298,20.03,28%
1.30402E+11,11%,57%,62%,50998,19.22,37%
1.30402E+11,7%,55%,63%,54367,19.15,32%
1.30402E+11,9%,82%,92%,89950,20.47,16%
1.30405E+11,9%,49%,62%,42950,19.30,56%
1.30408E+11,19%,22%,49%,18208,19.05,92%
1.30411E+11,10%,48%,58%,39833,20.37,41%
1.30414E+11,10%,37%,68%,45722,20.54,44%
1.30417E+11,11%,61%,60%,49023,19.96,32%
1.3042E+11,8%,42%,89%,45893,19.57,83%
1.3042E+11,11%,38%,60%,31028,19.00,83%
1.30422E+11,13%,34%,46%,34774,19.18,57%
1.30426E+11,3%,54%,20%,37768,20.84,67%
1.30432E+11,10%,48%,74%,32440,20.05,48%
1.30435E+11,15%,41%,41%,26560,16.42,81%
1.30438E+11,10%,62%,49%,32776,17.03,97%
1.30438E+11,11%,60%,78%,31750,17.15,97%
1.30438E+11,39%,37%,0%,16719,21.40,97%
1.30438E+11,15%,58%,29%,39347,15.83,97%
1.30438E+11,5%,75%,11%,34083,20.23,97%
1.30438E+11,14%,54%,64%,48281,17.30,97%
1.30438E+11,9%,45%,35%,29038,16.81,97%
1.30438E+11,11%,50%,0%,15761,24.82,97%
1.30438E+11,39%,37%,0%,16719,15.95,97%
1.30438E+11,14%,53%,34%,30091,18.88,97%
1.30441E+11,18%,47%,39%,38606,19.30,55%
1.30441E+11,14%,65%,53%,56396,19.05,47%
1.30441E+11,14%,71%,57%,71079,17.91,57%
1.30444E+11,18%,45%,18%,25391,21.91,58%
1.30447E+11,7%,50%,62%,42214,18.66,42%
1.3045E+11,10%,36%,29%,30915,18.20,59%
1.30453E+11,12%,51%,39%,30948,18.64,92%
1.30454E+11,9%,50%,76%,49046,19.32,42%
1.30456E+11,10%,50%,74%,33025,20.76,47%
1.30462E+11,6%,52%,52%,37147,16.64,69%
1.30465E+11,19%,41%,35%,31781,15.27,78%
1.30477E+11,9%,49%,38%,28378,18.61,89%
1.3048E+11,21%,37%,58%,26723,19.30,64%
1.30483E+11,3%,27%,45%,28363,17.88,94%
1.30486E+11,13%,28%,19%,27136,16.27,72%
1.30489E+11,7%,71%,50%,42779,18.81,46%
1.30495E+11,7%,71%,50%,42779,20.10,35%
1.30498E+11,7%,53%,48%,33609,18.86,95%
1.30504E+11,13%,47%,45%,31176,18.86,100%
1.30507E+11,13%,61%,67%,41707,20.89,42%
1.3051E+11,5%,33%,54%,38935,18.59,99%
1.30513E+11,11%,29%,60%,33016,22.06,24%
1.30519E+11,16%,33%,46%,24587,17.34,96%
1.30522E+11,6%,32%,60%,34213,16.22,94%
1.30525E+11,5%,43%,66%,28280,21.03,41%
1.30528E+11,18%,36%,31%,23948,17.52,55%
1.30531E+11,18%,60%,48%,32500,18.69,97%
1.30534E+11,11%,53%,74%,41645,20.98,52%
1.30537E+11,20%,44%,56%,34916,22.06,59%
1.30537E+11,11%,47%,57%,29950,22.13,50%
1.30539E+11,13%,38%,30%,30424,18.81,52%
1.30539E+11,7%,60%,54%,48191,20.45,29%
1.30539E+11,13%,49%,81%,53255,19.71,32%
1.30543E+11,2%,31%,27%,19329,20.59,54%
1.30546E+11,24%,26%,53%,30247,16.68,80%
1.30549E+11,11%,43%,37%,29509,17.15,72%
1.30555E+11,12%,54%,43%,30475,19.35,50%
1.30564E+11,10%,19%,66%,32440,19.18,67%
1.30567E+11,4%,51%,47%,38500,20.67,38%
1.3057E+11,13%,18%,80%,40423,18.69,64%
1.3057E+11,13%,48%,75%,44240,20.40,42%
1.3057E+11,19%,34%,79%,39762,20.71,50%
1.30573E+11,8%,36%,68%,33079,18.59,68%
1.30576E+11,8%,52%,81%,44934,20.18,94%
1.30579E+11,7%,26%,51%,34821,18.17,70%
1.30585E+11,10%,46%,53%,43517,18.08,56%
1.7E+11,10%,57%,79%,44500,21.00,30%
1.7E+11,8%,60%,73%,44524,19.10,46%
1.7E+11,7%,60%,68%,52765,21.30,29%
1.7E+11,6%,66%,81%,57417,18.40,46%
1.70001E+11,6%,47%,83%,46971,20.90,34%
1.70001E+11,5%,62%,58%,54063,20.60,28%
1.70001E+11,5%,73%,73%,48516,19.70,29%
1.70004E+11,12%,54%,78%,40728,20.00,28%
1.70004E+11,11%,51%,80%,52717,20.00,25%
1.70005E+11,10%,51%,57%,39375,18.10,45%
1.70009E+11,13%,47%,38%,34958,16.90,43%
1.70011E+11,4%,64%,75%,62258,19.50,22%
1.70011E+11,10%,57%,75%,53438,19.10,34%
1.70011E+11,24%,41%,55%,27227,15.90,77%
1.70011E+11,7%,40%,57%,35985,18.40,46%
1.70011E+11,12%,43%,77%,39591,19.30,53%
1.70012E+11,5%,54%,68%,48633,18.50,34%
1.70012E+11,8%,49%,68%,46310,19.10,32%
1.70012E+11,8%,57%,74%,54773,20.00,30%
1.70013E+11,8%,53%,78%,53777,20.40,33%
1.70015E+11,6%,57%,64%,46197,20.10,31%
1.70018E+11,9%,41%,89%,43961,17.70,52%
1.70022E+11,14%,57%,60%,34866,18.20,56%
1.70022E+11,8%,59%,66%,50156,19.20,33%
1.70031E+11,13%,35%,56%,36473,18.80,39%
1.70031E+11,7%,68%,82%,54293,19.90,35%
1.70032E+11,9%,62%,83%,55793,18.20,35%
1.70032E+11,15%,47%,48%,35833,19.80,56%
1.70032E+11,15%,47%,48%,35833,19.90,31%
1.70032E+11,8%,58%,60%,56940,18.70,22%
1.70033E+11,6%,59%,75%,53623,21.30,23%
1.70033E+11,7%,59%,53%,39079,19.10,29%
1.70138E+11,6%,66%,63%,50014,20.00,33%
1.70139E+11,11%,47%,63%,36926,18.50,50%
1.70139E+11,7%,64%,71%,57778,19.20,29%
1.7014E+11,4%,62%,61%,42143,19.10,37%
1.7014E+11,20%,65%,29%,47083,19.30,51%
1.7014E+11,11%,56%,71%,44848,19.90,37%
1.70141E+11,10%,51%,61%,40123,18.50,41%
1.70351E+11,7%,59%,71%,52930,20.20,37%
1.7036E+11,12%,62%,69%,32917,19.40,47%
1.70366E+11,5%,61%,70%,54625,19.10,26%
1.70369E+11,4%,45%,79%,42692,20.70,26%
1.70378E+11,8%,51%,66%,39129,19.10,40%
1.70381E+11,10%,44%,68%,39850,20.30,21%
1.70387E+11,7%,77%,89%,91591,21.20,20%
1.70387E+11,8%,70%,85%,91375,22.50,12%
1.70396E+11,6%,50%,74%,51890,17.90,43%
1.70399E+11,10%,59%,74%,58581,19.70,30%
1.70402E+11,17%,31%,57%,46386,18.70,57%
1.70417E+11,4%,86%,90%,102629,23.30,17%
1.70417E+11,8%,81%,86%,56667,22.30,34%
1.70417E+11,9%,80%,89%,63736,24.70,15%
1.70417E+11,6%,73%,88%,85951,24.40,10%
1.70417E+11,10%,54%,65%,53577,22.60,28%
1.70417E+11,3%,54%,79%,73125,20.50,40%
1.70426E+11,5%,33%,85%,56511,21.90,29%
1.70438E+11,8%,50%,75%,54797,19.80,25%
1.70447E+11,6%,60%,72%,61518,20.30,18%
1.70462E+11,5%,53%,78%,63584,20.10,19%
1.70468E+11,10%,27%,66%,42827,17.10,63%
1.70471E+11,17%,36%,64%,47140,18.70,54%
1.70477E+11,5%,64%,75%,64678,20.70,22%
1.70492E+11,8%,82%,72%,82580,22.50,16%
1.70505E+11,12%,87%,77%,96518,24.40,17%
1.70522E+11,8%,81%,89%,86851,23.40,11%
1.70531E+11,11%,34%,54%,35391,17.70,64%
1.70543E+11,12%,62%,77%,67981,21.50,19%
1.70546E+11,10%,42%,64%,39188,19.10,37%
1.70564E+11,9%,74%,51%,50441,20.20,33%
1.70564E+11,11%,57%,41%,42042,19.60,38%
1.70579E+11,15%,40%,86%,48972,18.50,38%
1.70579E+11,15%,47%,59%,47824,19.70,29%
1.70597E+11,13%,59%,46%,34830,19.40,47%
1.70612E+11,9%,63%,68%,66250,19.50,31%
1.70639E+11,4%,64%,94%,72279,19.30,21%
1.70642E+11,14%,46%,48%,48272,16.70,80%
1.70642E+11,29%,45%,41%,30813,17.30,78%
1.70648E+11,7%,66%,78%,48359,19.80,49%
1.70654E+11,13%,67%,85%,67263,19.40,50%
1.70654E+11,15%,43%,56%,47763,17.40,73%
1.70654E+11,17%,65%,93%,58763,19.30,56%
1.70696E+11,12%,67%,51%,46982,20.90,34%
1.70705E+11,13%,52%,58%,60114,17.90,43%
1.70705E+11,24%,61%,47%,45153,16.50,52%
1.70705E+11,12%,70%,74%,59400,20.70,26%
1.70705E+11,6%,65%,64%,66133,19.20,28%
1.7072E+11,4%,85%,94%,103988,21.80,15%
1.70765E+11,7%,63%,76%,48561,20.30,23%
1.70777E+11,11%,56%,72%,50568,20.00,35%
1.70783E+11,12%,64%,78%,81528,22.90,11%
1.70795E+11,10%,53%,59%,37877,17.70,43%
1.70801E+11,5%,66%,75%,64335,22.30,21%
1.70804E+11,15%,45%,43%,31586,15.90,83%
1.70816E+11,3%,53%,86%,62051,19.30,27%
1.70822E+11,8%,54%,81%,44302,19.60,32%
1.70825E+11,5%,56%,70%,39693,19.40,43%
1.70828E+11,12%,49%,62%,28289,19.10,47%
1.70837E+11,10%,77%,15%,12208,21.20,48%
1.7084E+11,5%,67%,78%,53750,20.30,32%
1.7084E+11,8%,84%,83%,87782,22.20,12%
1.7084E+11,4%,73%,93%,101875,21.80,16%
1.70843E+11,11%,66%,68%,42413,21.10,30%
1.70846E+11,5%,63%,60%,52367,18.80,28%
1.7085E+11,4%,74%,47%,43068,18.00,29%
1.70855E+11,3%,67%,80%,66200,21.30,22%
1.70855E+11,6%,86%,87%,114722,22.50,20%
1.70855E+11,21%,26%,59%,45575,18.80,57%
1.70861E+11,8%,62%,65%,44466,21.10,29%
1.70864E+11,6%,73%,61%,42650,22.90,34%
1.7091E+11,8%,57%,74%,54773,20.00,20%
1.7093E+11,12%,69%,68%,49750,18.60,52%
1.70933E+11,5%,65%,84%,64702,19.50,16%
1.7094E+11,5%,56%,90%,55116,19.20,23%
1.70942E+11,9%,69%,48%,44977,20.10,45%
1.70942E+11,5%,86%,72%,33720,20.50,42%
1.7096E+11,17%,84%,33%,13235,21.00,32%
1.70981E+11,5%,38%,49%,50969,19.20,29%
1.70993E+11,6%,90%,49%,64153,17.00,86%
1.70993E+11,19%,81%,26%,41250,14.90,98%
1.70993E+11,14%,45%,62%,51875,15.70,87%
1.70993E+11,43%,40%,5%,14005,17.70,95%
1.70993E+11,10%,19%,63%,35739,18.70,82%
1.70993E+11,6%,96%,100%,42667,27.50,32%
1.70993E+11,29%,20%,45%,27647,14.80,99%
1.70993E+11,13%,52%,38%,33500,16.60,97%
1.70993E+11,36%,53%,23%,20281,17.10,93%
1.70993E+11,14%,13%,39%,29805,15.90,99%
1.70993E+11,33%,48%,26%,44500,14.40,99%
1.70993E+11,10%,37%,17%,40526,16.10,95%
1.70993E+11,23%,28%,70%,39608,15.30,98%
1.70993E+11,13%,76%,61%,49018,15.70,92%
1.70993E+11,32%,48%,24%,31897,14.30,98%
1.70993E+11,30%,51%,4%,21638,14.40,97%
1.70993E+11,10%,34%,51%,43250,17.70,89%
1.70993E+11,20%,79%,46%,31399,15.40,96%
1.70993E+11,31%,61%,28%,42628,15.20,96%
1.70993E+11,13%,21%,58%,38354,16.80,94%
1.70993E+11,13%,27%,61%,36436,15.90,97%
1.70993E+11,9%,60%,87%,75972,18.70,71%
1.70993E+11,9%,84%,45%,38108,19.50,63%
1.70993E+11,16%,65%,9%,20938,20.60,68%
1.70993E+11,4%,96%,91%,105952,18.50,78%
1.70993E+11,6%,82%,81%,76488,24.40,46%
1.70993E+11,16%,83%,31%,61382,14.80,98%
1.70993E+11,35%,52%,8%,19279,14.20,99%
1.70993E+11,24%,39%,25%,42870,14.70,80%
1.70993E+11,10%,82%,88%,72368,17.00,80%
1.70993E+11,4%,94%,100%,80091,27.10,36%
1.70993E+11,8%,82%,76%,65972,17.90,72%
1.70993E+11,17%,71%,41%,22891,15.00,97%
1.70993E+11,39%,63%,4%,29297,14.80,96%
1.70993E+11,3%,88%,74%,68348,15.00,97%
1.70993E+11,11%,46%,55%,49375,15.70,91%
1.70993E+11,2%,78%,87%,84542,16.40,86%
1.70993E+11,3%,75%,75%,63906,18.50,89%
1.70993E+11,24%,45%,11%,27031,14.50,79%
1.70993E+11,20%,44%,53%,52539,16.80,85%
1.70993E+11,7%,67%,47%,42246,15.80,95%
1.70993E+11,11%,62%,71%,58750,19.20,47%
1.70993E+11,32%,33%,22%,33229,14.60,98%
1.70993E+11,9%,50%,40%,44104,19.70,62%
1.70993E+11,3%,98%,79%,89583,22.40,45%
1.70993E+11,23%,38%,62%,39949,16.90,83%
1.70993E+11,5%,94%,57%,94507,15.70,95%
1.70993E+11,12%,29%,36%,43477,17.80,86%
1.70993E+11,13%,37%,46%,46146,17.40,86%
1.70993E+11,25%,62%,25%,33996,23.20,64%
1.70993E+11,5%,93%,79%,80726,17.20,92%
1.70993E+11,18%,65%,78%,75804,14.70,95%
